adminID, pixels,1981S,1982L,1982S,1983L,1983S,1984L,1984S,1985L,1985S,1986L,1986S,1987L,1987S,1988L,1988S,1989L,1989S,1990L,1990S,1991L,1991S,1992L,1992S,1993L,1993S,1994L,1994S,1995L,1995S,1996L,1996S,1997L,1997S,1998L,1998S,1999L,1999S,2000L,2000S,2001L,2001S,2002L,2002S,2003L,2003S,2004L,2004S,2005L,2005S,2006L,2006S,2007L,2007S,2008L,2008S,2009L,2009S,2010L,2010S,2011L
210,6007,-5.98490,-7.47719,4.84295,-4.60000,-5.87654,-6.93966,-1.14107,-0.371908,-7.27150,3.58241,-0.0633037,9.84520,-3.77999,1.94511,-0.302448,1.88001,8.19411,4.14728,-0.612804,-7.15973,-5.45609,-4.80341,2.47725,3.30075,-7.34535,1.18699,8.48998,-2.87294,-4.93724,1.00478,-4.43729,1.61579,22.3413,9.26540,-2.77647,-4.60891,-4.46055,-10.6197,-2.21086,-2.09707,-5.07447,-4.48178,6.65246,5.09479,-2.65891,0.326334,-1.25975,-0.309172,-3.29370,1.19542,5.01846,9.14859,-6.46894,-10.2150,5.26513,-1.07633,0.0622701,8.33596,-5.02851,-5.92172
211,2299,-8.63501,-9.00276,4.59171,-7.61474,-8.52497,-7.37446,-4.25998,2.34065,-8.71175,9.95440,-2.79071,9.18604,-5.52613,5.02496,-1.66180,0.463242,7.76301,-1.06202,-3.49012,-6.21218,-6.63504,-9.10576,-1.05097,0.0926870,-10.6370,1.10145,4.33804,-5.42593,-5.11121,0.534439,-6.93393,1.54847,19.4576,8.39078,-5.55403,1.06740,-7.03197,-11.1929,-4.32819,-0.466663,-1.52243,-2.32016,8.73401,3.10994,-1.81513,-5.79748,-0.978066,4.74520,-4.89038,4.53320,6.60928,12.1996,-6.35974,-10.5233,5.83242,-4.20864,-1.27213,8.77615,-6.07155,-10.0478
212,939,-5.37544,-8.74809,8.48101,-4.56411,-5.56777,-7.12706,-1.58611,6.60743,-9.88740,10.9993,-3.15741,5.03531,-3.30749,6.67346,1.70137,1.96404,12.7869,1.43535,-1.31859,-8.88391,-3.76404,-2.01201,2.61344,-0.913233,-8.12967,1.32046,7.12719,-3.08914,-6.33734,6.69642,-8.75119,0.0289547,16.6253,4.71305,-6.84469,-5.04034,-7.07730,-14.0974,0.545623,3.49694,-0.922932,-1.59693,4.56090,3.09680,-1.48178,-6.64757,-1.43315,3.52965,-6.17041,7.42507,7.27351,9.80346,-3.54092,-14.0609,5.30448,-7.44243,-2.96569,9.20074,-5.04633,-6.80482
213,2556,-4.73620,-2.01016,10.2741,-8.52472,-5.49706,-18.2355,-7.40273,9.69874,-7.78638,11.1937,7.02009,13.5609,-4.25062,4.63686,-1.31541,1.41136,6.45990,1.17821,-3.01016,-13.1831,-5.87696,-11.7238,1.42439,6.67187,-10.5742,3.76702,4.20076,0.0857033,-4.53345,0.545333,-6.02144,-1.12081,29.7813,13.7084,-6.28034,0.346346,-6.09720,-14.3793,-5.14838,-1.14798,-5.23018,3.65309,7.01208,4.45870,-1.21783,8.58366,6.97595,1.58068,-4.05609,1.68447,2.34283,-0.581612,-7.72235,-18.8696,4.21213,-2.68052,-1.56874,14.8328,-6.12561,-11.5137
214,1342,1.53837,4.08147,10.6074,-4.13069,-4.60976,-12.4850,-4.90735,16.8560,-5.88369,17.1989,6.68128,6.98053,-4.36384,5.37193,2.21055,8.73262,4.84706,13.9829,3.35293,-9.53535,-6.63503,-12.6711,-1.08993,11.9633,-5.07288,1.37790,9.31075,1.86279,-6.17257,7.59648,-6.08756,5.48589,23.0725,22.0050,-2.70684,5.62608,-3.61246,-11.9509,-3.60926,8.22652,-1.47513,0.100450,3.63650,5.53097,2.72969,3.86446,8.65493,4.47985,-8.33990,6.76023,4.55959,-0.470623,-7.48428,-13.8882,3.75173,-4.37773,0.183208,7.69242,-9.25323,-17.9184
215,1174,-3.76570,16.2210,9.67867,2.24883,-5.18231,-9.56062,-1.78195,33.7077,-2.27671,23.2688,8.39735,8.30517,-3.19978,6.69076,-1.81600,9.08772,3.99946,15.5119,1.80957,-11.3352,-5.39305,-10.7725,-0.644711,18.6722,-4.11328,-3.36900,9.41360,5.18384,-3.63858,5.00345,-3.35760,9.23120,26.2500,33.6191,0.639544,11.7224,-2.74293,-7.95578,-4.72977,12.8007,-4.46431,1.06910,6.77816,10.7732,0.142176,-4.31920,6.39475,-3.86754,-10.3519,3.46053,1.47292,0.532418,-5.26346,-5.05192,7.48132,-7.54849,-1.07879,8.30111,-8.71555,-16.1500
216,428,1.55899,10.7249,15.0670,10.5143,-0.969496,-7.91068,-3.72680,11.7856,1.62513,10.4438,1.59370,9.55885,-1.56613,5.60023,-0.447115,10.2240,9.08271,13.7726,7.04063,1.00263,-3.29744,4.73458,1.04316,7.38378,-1.48638,0.551575,8.08813,3.71506,-4.73242,-0.453901,-9.78017,1.76144,15.7831,20.0923,0.907635,2.03160,-1.35781,-7.45678,-7.93091,3.24006,-5.08388,0.420406,3.27788,6.88669,3.53179,4.85356,6.18421,-3.00583,-9.75878,3.33265,15.7421,8.19956,-0.728607,2.75201,3.16898,-6.36353,-3.13307,3.55216,-11.6645,-23.8677
217,1324,1.28768,11.2019,11.4684,4.67005,-1.09232,-10.3719,-5.32158,17.1684,0.0448412,11.2314,2.49841,11.5324,-2.22174,4.90730,-0.352588,12.7303,6.05296,16.8123,6.42927,-6.21185,-1.72161,-5.42620,1.13488,4.98030,-0.699634,1.08466,5.31251,6.52810,-0.658500,0.877196,-4.41433,7.67010,31.4069,27.0991,-0.576456,4.41157,-0.354317,-3.61930,-6.88758,4.18121,-3.17107,-0.286330,4.75692,9.96109,3.37953,5.24348,7.57081,-4.85929,-11.5482,0.377453,13.3906,-0.968975,-4.14483,-3.97776,1.13014,5.36244,-3.50317,4.69487,-8.90341,-19.7282
218,484,-10.2637,0.264676,9.77656,6.31856,-0.300463,0.923428,-2.71135,4.90644,-10.5404,4.64880,0.0846161,12.1213,5.37322,3.14861,-1.39069,6.77583,16.4129,5.92238,0.560241,-5.92411,-23.9457,-4.63784,-1.03145,9.86151,-11.1975,-5.03342,6.26769,12.5783,3.84484,4.51287,0.655274,0.774914,20.7765,8.54384,-0.703536,-10.8974,-13.3412,-13.7763,1.02510,8.07948,-12.9340,-2.98033,4.11963,-2.19496,-6.78753,-7.98348,4.49816,1.53701,6.25948,5.86578,5.01820,-3.38843,-5.50963,0.478658,0.0688049,-8.37681,4.87855,8.10632,-5.49443,0.856779
219,1396,-5.06077,7.24367,9.93143,10.1559,2.47993,0.489880,-1.42100,6.70329,-10.1658,11.7982,1.71355,13.7010,2.07318,7.20509,-0.841019,10.1387,17.3695,4.63395,2.13265,-3.99552,-13.8880,-6.81792,1.34289,9.80696,-5.20582,0.769972,4.53055,10.7229,3.89218,8.03818,-3.78185,0.503693,27.3971,7.37561,-0.770496,-9.96327,-9.83419,-9.90809,5.53995,3.78026,-9.67813,-5.36873,5.89039,0.277407,-3.80548,-2.61768,3.70000,1.25317,4.83277,4.73953,2.26008,-5.41809,-7.45300,-5.71225,2.73506,-6.25735,3.97217,11.7631,-9.72750,3.56065
220,2234,-4.15846,0.990416,8.66203,3.49046,0.316624,-5.41822,0.367168,2.80287,-9.99424,7.72969,6.57996,9.76907,3.16078,1.68578,2.62692,3.26778,16.8892,-1.16129,-1.47245,-11.0824,-12.7926,-2.34484,1.35422,4.70546,-3.80877,-5.85900,5.13580,6.05833,1.12551,3.78515,-1.45548,-3.10766,24.9821,5.60638,0.974126,-11.7120,-5.77438,-10.1816,4.45918,2.79589,-9.39116,-1.32917,3.21437,-1.82411,-0.558975,0.186098,4.52644,4.72299,2.29504,5.31696,5.36354,-0.393183,-5.12309,-8.93930,4.31831,-7.39278,-0.219354,7.94426,-8.01789,-1.08764
221,446,-1.90272,-0.0562588,6.62396,2.62029,-1.10190,-7.45259,1.73510,1.30450,-12.1133,2.60591,4.04697,6.91694,1.55053,-0.801510,9.19340,2.10882,12.5773,-0.581408,0.924152,-6.00148,-13.7769,4.42283,1.18507,7.95665,-1.22464,-2.54373,11.3729,7.93199,-1.42762,6.87235,2.59297,-2.32759,21.3945,6.23239,2.05527,-10.1885,-1.73762,-7.74869,2.18588,7.45890,-5.74404,2.07715,-0.700823,-7.31835,-0.697824,2.24294,7.42461,9.68911,-0.451562,0.956922,5.71363,0.404360,-1.54799,-15.1080,6.56772,-7.77555,-6.12022,7.37690,-5.35638,-0.00440079
222,1787,-7.20055,0.714556,4.39319,-3.52170,-2.95499,-19.8593,-7.86079,-0.807549,-11.2441,17.7208,-0.729347,2.81289,0.181692,3.32327,5.02134,3.43879,9.82459,-11.7633,-0.734865,-19.7994,-6.44841,-12.5695,4.51144,8.89415,-7.27021,-6.67578,1.43654,-1.36923,-1.52414,-5.62521,-5.00267,-3.67339,26.5641,4.80783,-3.35674,-9.53293,-5.03478,-10.2237,1.01088,-2.99841,-9.78757,2.27232,8.36412,5.17297,0.280684,1.79776,5.66372,3.95476,2.82438,-1.58140,0.913445,-0.466860,-7.04163,-10.9227,4.65495,-1.22422,-0.696436,8.54163,-8.40680,-4.54588
223,2006,-7.28410,7.52090,4.49429,12.1456,-2.74014,-6.01282,-7.92506,6.36989,-7.91994,15.4678,1.39115,7.99535,-3.05630,3.29649,-2.94746,11.3661,13.0078,-4.65294,1.49244,-12.4888,-9.02137,-8.65372,0.642320,6.69124,-8.16696,-6.02874,5.79257,8.27254,-0.162766,-1.58251,-6.00229,-6.12121,24.7375,17.5047,-3.95090,1.35575,-6.05818,-5.70891,-2.54641,-3.05115,-7.36271,0.0661609,6.90333,9.64508,1.77222,2.34314,6.91538,-1.91304,-2.35208,1.86829,6.84188,-0.628104,-6.52104,-11.5165,3.68096,0.457021,-1.62598,9.47007,-7.93659,-6.74098
224,3025,-8.10442,3.85823,10.7335,1.04958,-6.49092,-14.9204,-11.9051,7.01170,-7.22958,20.2823,0.774091,6.53516,-2.18923,4.37830,0.444394,10.6008,4.78983,-0.202928,-3.20527,-12.2237,-8.51307,-10.2272,-2.07029,7.32123,-11.1884,-3.16667,2.78263,1.94872,-3.28984,0.0466654,-2.08018,-1.21052,27.5230,18.4898,-5.23378,-3.30585,-5.05505,-6.71770,-5.54783,-2.87465,-4.47456,2.98448,8.94001,6.21909,1.92749,8.83983,6.58363,-2.20459,-4.73773,2.63104,3.85089,-2.37618,-8.60850,-14.5374,3.35100,0.779941,-4.41237,10.3926,-2.94662,-9.85425
